L1,L2,L3,L4,Counterion,Abbreviation_in_the_article,"IC50Dark,μM","IC50Dark,μM_clean","IC50Light,μM","IC50Light,μM_clean","λex,nm",Cell_line,"Time,h",DOI,Year
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,"2,3","2,3",,,,BEL-7402,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,"10,01","10,01",,,,HL-7702,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr3,"3,03","3,03",,,,HEK-293,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,97","1,97",,,,BEL-7404,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,06","2,06",,,,BEL-7404R,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,12","2,12",,,,H460,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,01","2,01",,,,H460/MX20,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"3,24","3,24",,,,SW620,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"3,16","3,16",,,,SW620/AD300,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,91","2,91",,,,SK-OV-3,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"3,16","3,16",,,,SKOV/Pt,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,03","2,03",,,,KB-3-1,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,57","1,57",,,,KCP4,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,66","1,66",,,,KBC-2,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,21","2,21",,,,KB-CV60,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,21","2,21",,,,KB/ATO,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,42","1,42",,,,MCF-7,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,52","1,52",,,,MCF-7/ADR,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"2,44","2,44",,,,A549,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"0,82","0,82",,,,A549R,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,55","1,55",,,,HeLa,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"1,85","1,85",,,,HCT116,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"4,38","4,38",,,,HepG2,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,2,2,,,,BEL-7402,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"15,63","15,63",,,,HL-7702,48,10.1039/C8SC01142G,2018
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,c1ccc2sc(-c3ccnc(-c4cc(-c5nc6ccccc6s5)ccn4)c3)nc2c1,,[Cl-],OnIr4,"4,12","4,12",,,,HEK-293,48,10.1039/C8SC01142G,2018
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,17.5 ± 1.1,"17,5",,,,A498,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,23.9 ± 1.1,"23,9",,,,HEK-293,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,14.7 ± 1.1,"14,7",,,,MDA-MB-231,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,20.6 ± 1.5,"20,6",,,,MCF-7,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,29.7 ± 1.2,"29,7",,,,T47D,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,25.8 ± 1.3,"25,8",,,,MCF10A,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,30.9 ± 1.5,"30,9",,,,A549,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,6.3 ± 1.1,"6,3",,,,H1299,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,35.3 ± 2.3,"35,3",,,,DU145,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,25.3 ± 1.3,"25,3",,,,A431,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,27.7 ± 1.8,"27,7",,,,A357,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,29.6 ± 1.1,"29,6",,,,A2780,72,10.1039/C7SC00311K,2017
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,CCCCCCCCCc1ccnc(-c2cc(CCCCCCCCC)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,38.5 ± 1.0,"38,5",,,,K562,72,10.1039/C7SC00311K,2017
CCCCNCc1cc[c-]c(-c2cc(CNCCCC)ccn2)c1,CCCCNCc1cc[c-]c(-c2cc(CNCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,>100,>100,,,,HeLa,24,10.1039/C8SC02984A,2018
CCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCC)ccn2)c1,CCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,>100,>100,,,,HeLa,24,10.1039/C8SC02984A,2018
CCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCC)ccn2)c1,CCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,>100,>100,,,,HeLa,24,10.1039/C8SC02984A,2018
CCCCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCCCC)ccn2)c1,CCCCCCCCCCNCc1cc[c-]c(-c2cc(CNCCCCCCCCCC)ccn2)c1,Cc1ccnc(-c2cc(C)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,>100,>100,,,,HeLa,24,10.1039/C8SC02984A,2018
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,F[P-](F)(F)(F)(F)F,1a,14.4 ± 3.5,"14,4",,,,HeLa,72,10.1039/C5SC04458H,2016
[c-]1ccsc1-c1ccccn1,[c-]1ccsc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,F[P-](F)(F)(F)(F)F,2a,8.3 ± 1.2,"8,3",,,,HeLa,72,10.1039/C5SC04458H,2016
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,1b,1.6 ± 0.3,"1,6",,,,HeLa,72,10.1039/C5SC04458H,2016
[c-]1ccccc1-c1nc2ccccc2s1,[c-]1ccccc1-c1nc2ccccc2s1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,6Hb,1.7 ± 0.4,"1,7",,,,HeLa,72,10.1039/C5SC04458H,2016
FC(F)(F)c1ccc2nc(-c3[c-]cccc3)sc2c1,FC(F)(F)c1ccc2nc(-c3[c-]cccc3)sc2c1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,6Fb,1.8 ± 0.7,"1,8",,,,HeLa,72,10.1039/C5SC04458H,2016
Cc1cc(-c2[c-]ccs2)nc2ccccc12,Cc1cc(-c2[c-]ccs2)nc2ccccc12,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,7b,1.7 ± 0.5,"1,7",,,,HeLa,72,10.1039/C5SC04458H,2016
[c-]1cc2ccccc2cc1-c1nccc2ccccc12,[c-]1cc2ccccc2cc1-c1nccc2ccccc12,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,O=S(=O)([O-])C(F)(F)F,8b,0.5 ± 0.3,"0,5",,,,HeLa,72,10.1039/C5SC04458H,2016
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,10.0± 0.9,10,,,,HeLa,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,0.52± 0.04,"0,52",,,,HeLa,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,2.7± 0.2,"2,7",,,,HeLa,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,1.8± 0.1,"1,8",,,,HeLa,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,24.0± 2.0,24,,,,A549,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,0.40± 0.02,"0,4",,,,A549,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,16.8± 1.2,"16,8",,,,A549,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,0.21± 0.02,"0,21",,,,A549,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,42.2± 2.7,"42,2",,,,A549R,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,0.64± 0.04,"0,64",,,,A549R,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,17.8± 1.4,"17,8",,,,A549R,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,0.74± 0.05,"0,74",,,,A549R,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,24.5± 1.9,"24,5",,,,MDA-MB-231,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,0.33± 0.02,"0,33",,,,MDA-MB-231,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,12.3± 1.1,"12,3",,,,MDA-MB-231,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,0.66± 0.05,"0,66",,,,MDA-MB-231,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,>100,>100,,,,PC3,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,1.4± 0.1,"1,4",,,,PC3,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,38.0± 1.9,38,,,,PC3,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,1.04± 0.09,"1,04",,,,PC3,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,1,>100,>100,,,,LO2,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,2,4.5± 0.3,"4,5",,,,LO2,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,OCc1ccnc(-c2cc(CO)ccn2)c1,,F[P-](F)(F)(F)(F)F,3,8.1± 0.5,"8,1",,,,LO2,48,10.1039/C6SC02901A,2017
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,ClCc1ccnc(-c2cc(CCl)ccn2)c1,,F[P-](F)(F)(F)(F)F,4,1.5± 0.1,"1,5",,,,LO2,48,10.1039/C6SC02901A,2017
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,O=C(NCCc1ccc(O)c(O)c1)c1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,11,>100,>100,,,,A549,48,10.1039/C7SC04798C,2018
Fc1c[c-]c(-c2ccccn2)c(F)c1,Fc1c[c-]c(-c2ccccn2)c(F)c1,O=C(NCCc1ccc(O)c(O)c1)c1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,12,>100,>100,,,,A549,48,10.1039/C7SC04798C,2018
[c-]1ccccc1-c1ccc2ccccc2n1,[c-]1ccccc1-c1ccc2ccccc2n1,O=C(NCCc1ccc(O)c(O)c1)c1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,13,>100,>100,,,,A549,48,10.1039/C7SC04798C,2018
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC(=O)Oc1ccc(CCNC(=O)c2cc3cccnc3c3ncccc23)cc1OC(C)=O,,F[P-](F)(F)(F)(F)F,14,70.79,"70,79",,,,A549,48,10.1039/C7SC04798C,2018
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Clc1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,2,1.64±0.58,"1,64",,,,MCF-7,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,4,3.97±0.92,"3,97",,,,MCF-7,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,c1ccc(-c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)cc1,,F[P-](F)(F)(F)(F)F,6,4.38±0.60,"4,38",,,,MCF-7,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Nc1ccnc(-c2cc(N)ccn2)c1,,F[P-](F)(F)(F)(F)F,8,5.63±0.17,"5,63",,,,MCF-7,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Clc1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,2,1.27±0.32,"1,27",,,,HT-29,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Cc1cc2cccnc2c2ncccc12,,F[P-](F)(F)(F)(F)F,4,1.79±0.08,"1,79",,,,HT-29,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,c1ccc(-c2ccnc(-c3cc(-c4ccccc4)ccn3)c2)cc1,,F[P-](F)(F)(F)(F)F,6,1.78±0.08,"1,78",,,,HT-29,48,10.1002/zaac.202200206,2022
Cc1c[c-]c(-c2ccccn2)cc1,Cc1c[c-]c(-c2ccccn2)cc1,Nc1ccnc(-c2cc(N)ccn2)c1,,F[P-](F)(F)(F)(F)F,8,3.98±0.21,"3,98",,,,HT-29,48,10.1002/zaac.202200206,2022
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,[Cl-],1,1.5 ± 0.1,"1,5",,,,HeLa,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC[n+]1[c-]n(Cn2[c-][n+](CC)cc2)cc1,,[Cl-],2,1.2 ± 0.1,"1,2",,,,HeLa,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],3,1.0 ± 0.1,1,,,,HeLa,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,[Cl-],1,5.7 ± 0.8,"5,7",,,,A549,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC[n+]1[c-]n(Cn2[c-][n+](CC)cc2)cc1,,[Cl-],2,3.4 ± 0.2,"3,4",,,,A549,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],3,3.1 ± 0.4,"3,1",,,,A549,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,[Cl-],1,5.3 ± 0.7,"5,3",,,,A549R,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC[n+]1[c-]n(Cn2[c-][n+](CC)cc2)cc1,,[Cl-],2,3.8 ± 0.4,"3,8",,,,A549R,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CCCC[n+]1[c-]n(Cn2[c-][n+](CCCC)cc2)cc1,,[Cl-],3,3.0 ± 0.2,3,,,,A549R,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,C[n+]1[c-]n(Cn2[c-][n+](C)cc2)cc1,,[Cl-],1,9.8 ± 0.8,"9,8",,,,HepG2,48,10.1016/j.biomaterials.2014.10.070,2015
[c-]1ccccc1-c1ccccn1,[c-]1ccccc1-c1ccccn1,CC[n+]1[c-]n(Cn2[c-][n+](CC)cc2)cc1,,[Cl-],2,6.2 ± 0.2,"6,2",,,,HepG2,48,10.1016/j.biomaterials.2014.10.070,2015
